ID,Question,Hardness,Gold SQL,Single_Agent_SQL,Single_Agent_Correct,Single_Agent_Time,Multi_Agent_SQL,Multi_Agent_Correct,Multi_Agent_Time,Multi_Agent_RAG_SQL,Multi_Agent_RAG_Correct,Multi_Agent_RAG_Time
49,What is the horsepower of the car with the largest accelerate?,easy,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,"SELECT T1.Horsepower 
FROM cars_data AS T1 
JOIN model_list AS T2 ON T1.Id = T2.ModelId 
JOIN car_makers AS T3 ON T2.Maker = T3.Id 
WHERE T1.Accelerate = ( SELECT MAX(Accelerate) FROM cars_data );",No,4.4,SELECT MAX(CASE WHEN Id = (SELECT Id FROM cars_data ORDER BY Accelerate DESC LIMIT 1) THEN Horsepower END) FROM cars_data;,Yes,9.6,SELECT Horsepower FROM cars_data WHERE Id = (SELECT MAX(Id) FROM cars_data);,No,9.5
50,What is the horsepower of the car with the greatest accelerate?,easy,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,"SELECT T1.Horsepower 
FROM cars_data AS T1 
JOIN model_list AS T2 ON T1.Id = T2.ModelId 
JOIN car_makers AS T3 ON T2.Maker = T3.Id 
WHERE T1.Accelerate = ( SELECT MAX(Accelerate) FROM cars_data );",No,4.3,SELECT MAX(CASE WHEN Id = (SELECT Id FROM cars_data ORDER BY Accelerate DESC LIMIT 1) THEN Horsepower END) FROM cars_data;,Yes,9.3,SELECT Horsepower FROM cars_data WHERE Accelerate = (SELECT MAX(Accelerate) FROM cars_data);,Yes,9.1
51,"For model volvo, how many cylinders does the car with the least accelerate have?",medium,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,"SELECT MIN(CarsData.Accelerate) FROM cars_data AS CarsData 
JOIN car_makers AS CarMakers ON CarsData.Country = CarMakers.Country 
JOIN model_list AS ModelList ON CarMakers.Id = ModelList.Maker 
JOIN car_names AS CarNames ON ModelList.ModelId = CarNames.MakeId 
WHERE CarNames.Model = 'Volvo'",No,5.0,SELECT MIN(Accelerate) FROM cars_data AS c JOIN model_list AS m ON c.Id = m.ModelId WHERE Maker = 'Volvo';,No,9.6,SELECT MIN(Accelerate) FROM cars_data AS c JOIN car_names AS cn ON c.Id = cn.MakeId WHERE cn.Model = 'volvo' GROUP BY c.Id ORDER BY Accelerate LIMIT 1;,No,11.0
52,"For a volvo model, how many cylinders does the version with least accelerate have?",medium,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,SELECT MIN(CarsData.Accelerate) FROM car_names AS T1 INNER JOIN model_list AS T2 ON T1.MakeId = T2.Maker INNER JOIN cars_data AS T3 ON T2.ModelId = T3.Id WHERE T1.Model = 'Volvo',No,4.0,SELECT MIN(Cylinders) FROM car_makers JOIN cars_data ON car_makers.Id = cars_data.Id WHERE car_makers.Maker = 'Volvo' AND cars_data.Accelerate = (SELECT MIN(Accelerate) FROM cars_data);,No,12.1,SELECT MIN(c.Cylinders) FROM cars_data AS c JOIN car_names AS cn ON c.Id = cn.MakeId WHERE cn.Model = 'volvo' AND c.Accelerate = (SELECT MIN(Accelerate) FROM cars_data);,No,11.2
53,How many cars has over 6 cylinders?,easy,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,SELECT COUNT(T1.Id) FROM cars_data AS T1 INNER JOIN car_makers AS T2 ON T1.Country = T2.Country WHERE T1.Cylinders > 6,No,2.6,SELECT COUNT(*) FROM car_makes AS cm JOIN cars_data AS c ON cm.Id = c.Maker WHERE c.Cylinders > 6;,No,8.8,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6;,Yes,8.7
54,What is the number of carsw ith over 6 cylinders?,easy,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6,Yes,1.5,SELECT COUNT(*) FROM car_makers WHERE Cylinders > 6;,No,8.2,SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6;,Yes,7.9
55,"For the cars with 4 cylinders, which model has the largest horsepower?",medium,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"SELECT c.Model 
FROM car_names cn 
JOIN cars_data cd ON cn.MakeId = cd.Id 
WHERE cd.Cylinders = 4 
ORDER BY cd.Horsepower DESC LIMIT 1;",No,3.2,SELECT Model FROM car_names JOIN model_list ON MakeId = MakerID WHERE Cylinders = 4 ORDER BY Horsepower DESC LIMIT 1;,No,11.8,SELECT Model FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Horsepower WHERE Cylinders = 4 ORDER BY Horsepower DESC LIMIT 1;,No,11.0
56,"For all of the 4 cylinder cars, which model has the most horsepower?",medium,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"SELECT c.Model 
FROM car_names cn 
JOIN cars_data cd ON cn.MakeId = cd.Id 
WHERE cd.Cylinders = 4 
GROUP BY cn.Model 
ORDER BY MAX(cd.Horsepower) DESC 
LIMIT 1;",No,4.0,SELECT Model FROM car_names JOIN model_list ON MakeId = Maker JOIN cars_data ON Id = ModelId WHERE Cylinders = 4 ORDER BY Horsepower DESC LIMIT 1;,No,11.0,SELECT Model FROM car_names JOIN cars_data AS c ON car_names.MakeId = c.Id WHERE Cylinders = 4 ORDER BY Horsepower DESC LIMIT 1;,Yes,10.1
57,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,easy,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"SELECT MAX(MPG) 
FROM cars_data 
WHERE Cylinders = 8 OR Year < 1980;",Yes,2.5,SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980;,Yes,11.3,SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980;,Yes,11.8
58,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,easy,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"SELECT MAX(MPG) 
FROM cars_data 
WHERE Cylinders = 8 OR Year < 1980;",Yes,2.2,SELECT MAX(T1.MPG) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId WHERE T2.Maker = 8 OR T1.Year < 1980;,Yes,10.2,SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980;,Yes,10.1
