ID,Question,Hardness,Gold SQL,Single_Agent_SQL,Single_Agent_Correct,Single_Agent_Time,Multi_Agent_SQL,Multi_Agent_Correct,Multi_Agent_Time,Multi_Agent_RAG_SQL,Multi_Agent_RAG_Correct,Multi_Agent_RAG_Time
48,What is the language that is used by the largest number of Asian nations?,medium,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT T1.Language FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia' GROUP BY T1.Language ORDER BY COUNT(T1.Code) DESC LIMIT 1;,No,4.0,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Continent = 'Asia' GROUP BY cl.Language ORDER BY COUNT(cl.CountryCode) DESC LIMIT 1;,Yes,10.8,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.Continent = 'Asia' GROUP BY cl.Language ORDER BY COUNT(*) DESC LIMIT 1;,Yes,12.2
49,Find the city with the largest population that uses English.,medium,"SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1","SELECT c.Name FROM country AS c 
JOIN countrylanguage AS cl ON c.Code = cl.CountryCode 
WHERE cl.Language = 'English' AND c.Population = ( SELECT MAX(Population) FROM city );",No,3.8,SELECT c.Name FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'English' AND c.Population = (SELECT MAX(Population) FROM country);,No,11.3,SELECT c.Name FROM city AS c JOIN countrylanguage AS cl ON c.CountryCode = cl.CountryCode WHERE cl.Language = 'English' ORDER BY c.Population DESC LIMIT 1;,No,10.9
50,What is the most populace city that speaks English?,medium,"SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1",SELECT T1.Name FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Language = 'English' ORDER BY T2.Population DESC LIMIT 1;,No,3.8,SELECT c.Name FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'English' ORDER BY c.Population DESC LIMIT 1;,No,11.2,SELECT c.Name FROM city AS c JOIN countrylanguage AS cl ON c.CountryCode = cl.CountryCode WHERE cl.Language = 'English' ORDER BY c.Population DESC LIMIT 1;,No,9.8
51,"Find the name, population and expected life length of asian country with the largest area?",easy,"SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1","SELECT c.Name, c.Population, c.LifeExpectancy 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE c.Continent = 'Asia' 
AND c.SurfaceArea = (SELECT MAX(SurfaceArea) FROM country);",No,3.6,"SELECT c.Name, c.Population, c.LifeExpectancy FROM country AS c JOIN continent AS con ON c.Continent = con.Name WHERE con.Name = 'Asia' ORDER BY c.SurfaceArea DESC LIMIT 1;",No,13.0,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' AND SurfaceArea = (SELECT MAX(SurfaceArea) FROM country WHERE Continent = 'Asia');",Yes,24.1
52,"What are the name, population, and life expectancy of the largest Asian country by land?",easy,"SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1","SELECT T1.Name, T1.Population, T1.LifeExpectancy 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
JOIN country AS T3 ON T2.CountryCode = T3.Code 
WHERE T3.Continent = 'Asia' AND T2.Language = 'English'",No,4.8,"SELECT c.Name, c.Population, c.LifeExpectancy FROM country AS c WHERE c.Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1;",Yes,10.6,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1;",Yes,10.6
53,What is the official language spoken in the country whose head of state is Beatrix?,medium,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",SELECT T1.Language FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T2.HeadOfState = 'Beatrix';,No,2.3,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.HeadOfState = 'Beatrix';,No,10.4,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.HeadOfState = 'Beatrix';,No,8.9
54,What is the official language used in the country the name of whose head of state is Beatrix.,medium,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",SELECT T2.Language FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.HeadOfState LIKE '%Beatrix%',No,2.4,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.HeadOfState = 'Beatrix';,No,9.4,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.HeadOfState = 'Beatrix';,No,9.2
55,What is the total number of unique official languages spoken in the countries that are founded before 1930?,medium,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""","SELECT COUNT(DISTINCT T1.Language) 
FROM countrylanguage AS T1 
JOIN country AS T2 ON T1.CountryCode = T2.Code 
WHERE T2.IndepYear < 1930 AND T1.IsOfficial = 't'",No,3.2,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.IndepYear < 1930 AND cl.IsOfficial = 'TRUE';,No,11.3,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.IndepYear < 1930 AND cl.IsOfficial = 't';,No,11.6
56,"For the countries founded before 1930, what is the total number of distinct official languages?",medium,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""","SELECT COUNT(DISTINCT T2.Language) 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.IndepYear < 1930;",No,3.3,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.IndepYear < 1930;,No,10.1,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.IndepYear < 1930;,No,9.8
57,What are the country codes of countries where people use languages other than English?,easy,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT c.Code 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE cl.Language != 'English' 
GROUP BY c.Code;",Yes,2.7,SELECT c.Code FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE cl.Language <> 'English';,Yes,9.3,SELECT cl.CountryCode FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language <> 'English';,Yes,9.2
58,Give the country codes for countries in which people speak langauges that are not English.,easy,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT c.Code 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE cl.Language != 'English' 
GROUP BY c.Code;",Yes,3.6,SELECT c.Code FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE cl.Language <> 'English';,Yes,9.2,SELECT cl.CountryCode FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language <> 'English';,Yes,9.3
59,"What are the name, independence year, and surface area of the country with the smallest population?",easy,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT c.Name, c.IndepYear, c.SurfaceArea 
FROM country c 
WHERE c.Population = (SELECT MIN(Population) FROM country);",No,2.5,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population LIMIT 1;",Yes,10.0,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population LIMIT 1;",Yes,9.2
60,"Give the name, year of independence, and surface area of the country that has the lowest population.",easy,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT c.Name, c.IndepYear, c.SurfaceArea 
FROM country c 
WHERE c.Population = (SELECT MIN(Population) FROM country);",No,2.3,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population LIMIT 1;",Yes,11.2,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population LIMIT 1;",Yes,8.8
61,"What are the population, name and leader of the country with the largest area?",easy,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT c.Population, c.Name, c.HeadOfState 
FROM country c 
WHERE c.SurfaceArea = (SELECT MAX(SurfaceArea) FROM country);",Yes,2.2,"SELECT c.Population, c.Name, c.HeadOfState FROM country AS c ORDER BY SurfaceArea DESC LIMIT 1;",Yes,9.8,"SELECT c.Population, c.Name, c.HeadOfState FROM country AS c ORDER BY SurfaceArea DESC LIMIT 1;",Yes,9.7
62,"Give the name, population, and head of state for the country that has the largest area.",easy,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT c.Name, c.Population, c.HeadOfState 
FROM country c 
WHERE c.SurfaceArea = (SELECT MAX(SurfaceArea) FROM country);",Yes,2.4,"SELECT c.Name, c.Population, c.HeadOfState FROM country AS c ORDER BY SurfaceArea DESC LIMIT 1;",Yes,10.8,"SELECT Name, Population, HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1;",Yes,10.2
63,What are the names and areas of countries with the top 5 largest area?,easy,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT c.Name, c.SurfaceArea 
FROM country c 
ORDER BY c.SurfaceArea DESC 
LIMIT 5;",Yes,2.0,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;",Yes,8.2,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;",Yes,7.8
64,Return the names and surface areas of the 5 largest countries.,easy,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT c.Name, c.SurfaceArea 
FROM country c 
ORDER BY c.Population DESC 
LIMIT 5;",No,2.0,"SELECT Name, SurfaceArea FROM country ORDER BY Population DESC LIMIT 5;",No,8.0,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;",Yes,9.2
65,What are names of countries with the top 3 largest population?,easy,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,"SELECT c.Name 
FROM country c 
JOIN (
  SELECT Code, Population 
  FROM country 
  ORDER BY Population DESC 
  LIMIT 3
) m ON c.Code = m.Code;",Yes,2.7,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,Yes,10.0,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,Yes,9.6
66,Return the names of the 3 most populated countries.,easy,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,SELECT T1.Name FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode GROUP BY T1.Code ORDER BY SUM(T2.Percentage) DESC LIMIT 3,No,2.4,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,Yes,9.0,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,Yes,8.4
67,What are the names of the nations with the 3 lowest populations?,easy,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,"SELECT c.Name 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE c.Population IN (
  SELECT Population 
  FROM country 
  ORDER BY Population ASC LIMIT 3
);",No,3.0,SELECT Name FROM city ORDER BY Population LIMIT 3;,No,8.8,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,Yes,8.0
68,Return the names of the 3 countries with the fewest people.,easy,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,"SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
GROUP BY T1.Code 
ORDER BY T1.Population ASC 
LIMIT 3;",No,2.7,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,Yes,9.5,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,Yes,8.1
69,how many countries are in Asia?,easy,"SELECT count(*) FROM country WHERE continent  =  ""Asia""","SELECT COUNT(DISTINCT T1.Code) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T2.Language IN ('English', 'Mandarin') AND T1.Continent = 'Asia'",No,3.7,SELECT COUNT(*) FROM country WHERE Continent = 'Asia';,Yes,8.2,SELECT COUNT(*) FROM country WHERE Continent = 'Asia';,Yes,8.3
70,Count the number of countries in Asia.,easy,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",SELECT COUNT(DISTINCT T1.Code) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia',Yes,2.4,SELECT COUNT(*) FROM country WHERE Continent = 'Asia';,Yes,9.3,SELECT COUNT(*) FROM country WHERE Continent = 'Asia';,Yes,8.6
71,What are the names of the countries that are in the continent of Europe and have a population of 80000?,easy,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""","SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Continent = 'Europe' AND T1.Population = 80000;",Yes,2.7,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000;,Yes,11.5,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000;,Yes,9.2
72,Give the names of countries that are in Europe and have a population equal to 80000.,easy,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""","SELECT c.Name 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE c.Continent = 'Europe' AND c.Population = 80000;",Yes,2.6,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000;,Yes,10.8,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000;,Yes,8.7
73,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,easy,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT 
    SUM(c.Population) AS TotalPopulation,
    AVG(c.SurfaceArea) AS AverageArea
FROM 
    country c
JOIN 
    countrylanguage cl ON c.Code = cl.CountryCode
WHERE 
    c.Continent = 'North America' AND c.SurfaceArea > 3000;",No,4.4,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000;",No,9.8,SELECT SUM(Population) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000;,No,11.3
74,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,easy,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT 
    c.Population,
    AVG(c.SurfaceArea) AS AverageSurfaceArea
FROM 
    country c
JOIN 
    countrylanguage cl ON c.Code = cl.CountryCode
WHERE 
    c.Continent = 'North America' AND c.SurfaceArea > 3000
GROUP BY 
    c.Code;",No,4.3,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000;",No,10.1,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000;",No,11.9
75,What are the cities whose population is between 160000 and 900000?,easy,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,"SELECT T1.Name 
FROM city AS T1 
JOIN country AS T2 ON T1.CountryCode = T2.Code 
WHERE T1.Population BETWEEN 160000 AND 900000;",Yes,2.6,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,Yes,8.3,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,Yes,7.5
76,Return the names of cities that have a population between 160000 and 900000 .,easy,select name from city where population between 160000 and 900000,"SELECT T1.Name 
FROM city AS T1 
JOIN country AS T2 ON T1.CountryCode = T2.Code 
WHERE T1.Population BETWEEN 160000 AND 900000;",Yes,2.5,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,Yes,9.3,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,Yes,8.9
77,Which language is spoken by the largest number of countries?,medium,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(CountryCode) DESC LIMIT 1;,Yes,1.7,SELECT cl.Language FROM countrylanguage AS cl GROUP BY cl.Language ORDER BY COUNT(cl.CountryCode) DESC LIMIT 1;,Yes,9.2,SELECT cl.Language FROM countrylanguage AS cl GROUP BY cl.Language ORDER BY COUNT(cl.CountryCode) DESC LIMIT 1;,Yes,10.6
78,Give the language that is spoken in the most countries.,medium,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,"SELECT Language 
FROM countrylanguage 
GROUP BY Language 
ORDER BY COUNT(CountryCode) DESC 
LIMIT 1;",Yes,2.2,SELECT cl.Language FROM countrylanguage AS cl GROUP BY cl.Language ORDER BY COUNT(cl.CountryCode) DESC LIMIT 1;,Yes,9.6,SELECT cl.Language FROM countrylanguage AS cl GROUP BY cl.Language ORDER BY COUNT(cl.CountryCode) DESC LIMIT 1;,Yes,9.0
79,What is the language spoken by the largest percentage of people in each country?,medium,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT c.Name, cl.Language, cl.Percentage 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
GROUP BY cl.Language 
ORDER BY SUM(cl.Percentage) DESC 
LIMIT 1;",No,3.1,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY cl.CountryCode ORDER BY SUM(cl.Percentage) DESC LIMIT 1;,No,11.8,"SELECT cl.Language, SUM(cl.Percentage) AS TotalPercentage FROM countrylanguage AS cl GROUP BY cl.Language;",No,10.4
80,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?",medium,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT 
  c.Code,
  cl.Language,
  cl.Percentage
FROM 
  country c
JOIN 
  countrylanguage cl ON c.Code = cl.CountryCode
GROUP BY 
  c.Code, cl.Language
ORDER BY 
  c.Code, cl.Percentage DESC;",No,4.0,"SELECT cl.CountryCode, cl.Language FROM countrylanguage AS cl GROUP BY cl.CountryCode ORDER BY SUM(cl.Percentage) DESC LIMIT 5;",No,10.2,"SELECT cl.CountryCode, cl.Language FROM countrylanguage AS cl GROUP BY cl.CountryCode ORDER BY SUM(cl.Percentage) DESC LIMIT 10;",No,10.6
81,What is the total number of countries where Spanish is spoken by the largest percentage of people?,medium,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT COUNT(DISTINCT c.Code) FROM countrylanguage cl 
JOIN country c ON cl.CountryCode = c.Code 
WHERE cl.Language = 'Spanish' AND cl.Percentage = ( SELECT MAX(Percentage) FROM countrylanguage )",No,2.9,SELECT COUNT(*) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1;,No,11.0,SELECT COUNT(*) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1;,No,10.4
82,Count the number of countries for which Spanish is the predominantly spoken language.,medium,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT COUNT(DISTINCT c.Code) FROM countrylanguage cl 
JOIN country c ON cl.CountryCode = c.Code 
WHERE cl.Language = 'Spanish' AND cl.IsOfficial = 't';",No,2.6,SELECT COUNT(*) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'Spanish' AND c.Population > 0;,No,9.3,SELECT COUNT(*) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE Language = 'Spanish';,No,8.6
83,What are the codes of countries where Spanish is spoken by the largest percentage of people?,medium,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT c.Code 
FROM countrylanguage cl 
JOIN country c ON cl.CountryCode = c.Code 
WHERE cl.Language = 'Spanish' 
GROUP BY c.Code 
ORDER BY AVG(cl.Percentage) DESC 
LIMIT 1;",No,2.9,SELECT cl.CountryCode FROM countrylanguage AS cl WHERE Percentage = (SELECT MAX(Percentage) FROM countrylanguage);,No,9.4,SELECT cl.CountryCode FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE Language = 'Spanish' ORDER BY cl.Percentage DESC LIMIT 1;,No,9.6
84,Return the codes of countries for which Spanish is the predominantly spoken language.,medium,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT T1.Code 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T2.Language = 'Spanish' AND T2.IsOfficial = 't';",No,2.9,SELECT cl.CountryCode FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'Spanish';,No,9.6,SELECT cl.CountryCode FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE Language = 'Spanish';,No,9.1
